id,x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
0,0.1,0.0,0.3803964974358678,0.0,-2.118531045036676e-15,-0.0542133731281974,0,3,0.3792067927497596,0.0
1,1.6684e-15,0.1,0.0,0.4490897319628857,-0.0550983146696997,2.6107588313450947e-16,1,0,0.0,0.4510754273325186
2,0.0,1.0,0.0,0.45,-0.0381069781357259,0.0363617025932066,1,4,0.0,0.45
3,1.0,1.0,0.225,0.45,0.0360207789306347,0.0374740879678205,2,4,0.225,0.45
4,1.0,0.0,0.225,0.0,0.0342409578011654,-0.0399224712370215,2,3,0.225,0.0
5,0.0980784999999999,0.0195089999999999,0.37149544822750613,0.09345372632378712,3.967312589558958e-15,8.88178419700125e-16,0,0,0.3691207068080565,0.0920650590487063
6,0.0923879999999999,0.0382682999999999,0.3475894431467168,0.18139329686528072,1.2906342661267445e-15,-3.6082248300317592e-16,0,0,0.3436906388951332,0.1798369137444197
7,0.0831469999999999,0.055557,0.30993480543838814,0.2600904394639656,-3.570060913560269e-15,-2.0261570199409107e-15,0,0,0.3050492503568404,0.2533312202988576
8,0.0707107,0.0707107,0.26105635438580066,0.32669050322147086,6.210310043996969e-16,6.869504964868156e-16,0,0,0.2576741737221393,0.3082810470829627
9,0.055557,0.0831469999999999,0.20350600156234577,0.37967072147876024,8.095737621949261e-16,1.1256186954744509e-15,0,0,0.2013278919372149,0.3659548759229603
10,0.0382682999999999,0.0923879999999999,0.1394392463262193,0.4181728385738097,1.1913213471270725e-15,5.48172618408671e-16,0,0,0.1485392892255201,0.4048302528006083
11,0.0195089999999999,0.0980784999999999,0.07085180713329464,0.4414056488312781,1.769417945496343e-16,2.427745504629541e-15,0,0,0.0697096102000101,0.4385806067584754
12,0.0,0.967857,0.0,0.44349677495483775,-0.0762073889714093,1.873501354054952e-16,1,0,0.0,0.4432311607219269
13,0.0,0.935714,0.0,0.4370564052806003,-0.0762277922315995,-4.718447854656915e-16,1,0,0.0,0.4364939827050748
14,0.0,0.903571,0.0,0.4306354800646659,-0.0762670599097638,1.873501354054952e-16,1,0,0.0,0.4298172216710398
15,0.0,0.871429,0.0,0.4242652452958282,-0.0762629945540631,5.898059818321144e-17,1,0,0.0,0.4232318087331367
16,0.0,0.8392859999999999,0.0,0.4180374011484673,-0.0763399220449776,-3.469446951953615e-17,1,0,0.0,0.4167916679245777
17,0.0,0.807143,0.0,0.41199107820284553,-0.0763919217769693,1.734723475976807e-16,1,0,0.0,0.410518136843875
18,0.0,0.775,0.0,0.4061056265345542,-0.0764214213656046,-1.9775847626135598e-16,1,0,0.0,0.4044522307556605
19,0.0,0.7428569999999999,0.0,0.40041716877021827,-0.0764032125031929,9.367506770274758e-17,1,0,0.0,0.3986281567169923
20,0.0,0.7107139999999998,0.0,0.3950236679520458,-0.0767542635864108,1.214306433183765e-16,1,0,0.0,0.3929244956415271
21,0.0,0.678571,0.0,0.38996065854735207,-0.0768705992595285,-3.2265856653168607e-16,1,0,0.0,0.3875332032237994
22,0.0,0.646429,0.0,0.38524014101858484,-0.0770323205854532,4.1980308118638727e-16,1,0,0.0,0.382502238435059
23,0.0,0.614286,0.0,0.3809354675116765,-0.0776689377107608,-2.8796409701215e-16,1,0,0.0,0.3778835122399918
24,0.0,0.5821429999999999,0.0,0.3770908045589749,-0.0775869471740866,1.6306400674181987e-16,1,0,0.0,0.3737581198311277
25,0.0,0.55,0.0,0.37375258836254943,-0.0778490346839488,1.4918621893400539e-16,1,0,0.0,0.3702335187459999
26,0.0,0.517857,0.0,0.3710838666302152,-0.0781087104537289,-2.2204460492503126e-16,1,0,0.0,0.3673976187352155
27,0.0,0.4857139999999999,0.0,0.3691675328591373,-0.0782055651980382,-1.0278236595162582e-16,1,0,0.0,0.3653548594851574
28,0.0,0.453571,0.0,0.3679793211485958,-0.078915038100316,4.475586568020161e-16,1,0,0.0,0.3640006149323916
29,0.0,0.421429,0.0,0.36773045084555633,-0.0792742624960883,-3.2265856653168607e-16,1,0,0.0,0.3636597862818709
30,0.0,0.389286,0.0,0.36863481810723897,-0.0796527087142161,2.3592239273284576e-16,1,0,0.0,0.364476855239305
31,0.0,0.3571429999999999,0.0,0.3705637135426514,-0.0802974149872447,-1.769417945496343e-16,1,0,0.0,0.3666460565742168
32,0.0,0.325,0.0,0.37372406921349466,-0.0819800135669409,2.914335439641036e-16,1,0,0.0,0.3697198558439303
33,0.0,0.2928569999999999,0.0,0.37871271575568244,-0.082921162528146,-4.3021142204224816e-16,1,0,0.0,0.3746435682022087
34,0.0,0.260714,0.0,0.38535028384649195,-0.0843839187536157,-8.673617379884035e-17,1,0,0.0,0.3815581636946479
35,0.0,0.228571,0.0,0.3934192711021751,-0.0849334107397079,-1.5178830414797062e-17,1,0,0.0,0.3906489568293094
36,0.0,0.1964289999999999,0.0,0.40395436965627596,-0.0891867887739464,-4.510281037539697e-16,1,0,0.0,0.4021509234440181
37,0.0,0.1642859999999999,0.0,0.4170106172678061,-0.0936864311488069,7.858297346174935e-16,1,0,0.0,0.4161455208624746
38,0.0,0.132143,0.0,0.43173716217279434,-0.0990630445739933,-1.9255430583342559e-16,1,0,0.0,0.4325898475797147
39,0.96875,1.0,0.21986881796692614,0.45,9.891544878917313e-17,0.0749514700177614,0,4,0.2198653704281844,0.45
40,0.9375,1.0,0.21483798529516207,0.45,-3.305791716214611e-16,0.0749441484966126,0,4,0.2147138507011216,0.45
41,0.90625,1.0,0.20976345641247462,0.45,1.2942324620866807e-16,0.0749322042216467,0,4,0.2095312116141122,0.45
42,0.875,1.0,0.204600180266425,0.45,4.112768475393255e-17,0.0749146188693081,0,4,0.2043034905524941,0.45
43,0.84375,1.0,0.19937430063146167,0.45,1.2251823362265102e-16,0.0748691950284355,0,4,0.1990332346465716,0.45
44,0.8125,1.0,0.19409040376194753,0.45,-1.1379379426593172e-16,0.0748381535134855,0,4,0.1936886939201539,0.45
45,0.78125,1.0,0.18872853653738275,0.45,1.2271813339820305e-17,0.0748115039718568,0,4,0.1882567967563055,0.45
46,0.75,1.0,0.1832712890172843,0.45,2.399813746160884e-17,0.0747948557271227,0,4,0.1827187992982815,0.45
47,0.71875,1.0,0.17770616462803446,0.45,-1.1212683342573526e-16,0.0746525824317742,0,4,0.1771170044493513,0.45
48,0.6875,1.0,0.1720187871833332,0.45,8.93653640671177e-17,0.0745921973462445,0,4,0.1713917314265872,0.45
49,0.65625,1.0,0.16620032020728104,0.45,-2.239148536725688e-16,0.0745193458586225,0,4,0.1655333000725618,0.45
50,0.625,1.0,0.16024025592196267,0.45,6.213494887878646e-17,0.0743671958953089,0,4,0.1595298590451721,0.45
51,0.59375,1.0,0.1541034798083274,0.45,1.356133629872025e-16,0.0743494665445307,0,4,0.1533561047241122,0.45
52,0.5625,1.0,0.14775235779234208,0.45,-8.945345549363215e-17,0.07425487252251,0,4,0.1470033030254939,0.45
53,0.53125,1.0,0.14119694120017812,0.45,6.257879414314771e-17,0.0741625374222165,0,4,0.1404600769328796,0.45
54,0.5,1.0,0.13447261639521457,0.45,-2.1240367591938286e-16,0.0740377780069749,0,4,0.1337161076999015,0.45
55,0.46875,1.0,0.12756882308167405,0.45,1.8153610125554162e-16,0.0739431185824985,0,4,0.1268060082019773,0.45
56,0.4375,1.0,0.12044138449709862,0.45,-1.0907751481561977e-16,0.0738605229521456,0,4,0.1196820252378169,0.45
57,0.40625,1.0,0.11308656900655478,0.45,7.71951946809679e-17,0.073775123301497,0,4,0.1123356929181511,0.45
58,0.375,1.0,0.10553101732512005,0.45,5.0103692895986374e-17,0.0736822696145122,0,4,0.104748186164023,0.45
59,0.34375,1.0,0.09776021019206382,0.45,6.096096121389201e-17,0.0734555191526132,0,4,0.0969915922114978,0.45
60,0.3125,1.0,0.08973446558229625,0.45,-7.125749372071527e-17,0.0733653759105036,0,4,0.0890035419887249,0.45
61,0.28125,1.0,0.08146585304348264,0.45,-4.409653523405888e-18,0.0732789902083512,0,4,0.0807973938613351,0.45
62,0.25,1.0,0.07300674414000241,0.45,-1.3438685927957827e-16,0.0730889184193626,0,4,0.0723810677212661,0.45
63,0.21875,1.0,0.06437628582352772,0.45,1.352000109089424e-16,0.0730338246011854,0,4,0.0638277013065849,0.45
64,0.1875,1.0,0.055562865774845704,0.45,-1.7503766448420666e-16,0.0729635928022719,0,4,0.0550789016377157,0.45
65,0.15625,1.0,0.046574744177632965,0.45,4.18366513307844e-17,0.0728892970024571,0,4,0.0461607407440896,0.45
66,0.125,1.0,0.03743569043581374,0.45,6.385950795939621e-17,0.07278921572214,0,4,0.0370908120328689,0.45
67,0.09375,1.0,0.02817597366811242,0.45,-3.687642639166322e-17,0.0727376497129405,0,4,0.0279320944266072,0.45
68,0.0625,1.0,0.01884586717642378,0.45,1.873365828783391e-16,0.072714028894403,0,4,0.0186761744470384,0.45
69,0.03125,1.0,0.00944498839089647,0.45,-2.937747430303145e-16,0.0727043646187714,0,4,0.0093546104101637,0.45
70,1.0,0.03125,0.225,0.018315522582270205,0.0684451593079151,4.163336342344337e-17,2,0,0.225,0.0182401210817729
71,1.0,0.0625,0.225,0.03660918222158216,0.068480540842605,-3.469446951953615e-17,2,0,0.225,0.0364074895089425
72,1.0,0.09375,0.225,0.05477695922309067,0.068549577075375,-1.3877787807814457e-17,2,0,0.225,0.0544322305003277
73,1.0,0.125,0.225,0.07273144071223214,0.0686911141834405,1.5439038936193583e-16,2,0,0.225,0.0722480037452063
74,1.0,0.15625,0.225,0.09043407245189883,0.0688848719480655,-1.1102230246251563e-16,2,0,0.225,0.0898693554746817
75,1.0,0.1875,0.225,0.10785536398179829,0.069044968827974,3.469446951953615e-18,2,0,0.225,0.1071801437794833
76,1.0,0.21875,0.225,0.12498153827618808,0.0691938422131008,-4.510281037539698e-17,2,0,0.225,0.1241547220080145
77,1.0,0.25,0.225,0.14177190663758665,0.0692813381483214,-2.0816681711721685e-17,2,0,0.225,0.140750667901402
78,1.0,0.28125,0.225,0.15815949067473412,0.0696168612733472,-8.326672684688674e-17,2,0,0.225,0.1570706043119221
79,1.0,0.3125,0.225,0.1741208791208919,0.0697668034886808,-1.0408340855860844e-17,2,0,0.225,0.1730015732825488
80,1.0,0.34375,0.225,0.1896884591842536,0.0699289589215201,2.4286128663675296e-17,2,0,0.225,0.188540715035715
81,1.0,0.375,0.225,0.2048865596880205,0.0702715158985247,1.1796119636642288e-16,2,0,0.225,0.2036763203327144
82,1.0,0.40625,0.225,0.21970078663434833,0.0704145665312758,-4.510281037539698e-17,2,0,0.225,0.2184733372445927
83,1.0,0.4375,0.225,0.23411390688852407,0.0705664460060417,-2.775557561562892e-17,2,0,0.225,0.2328626090172406
84,1.0,0.46875,0.225,0.2481447174504865,0.0707000871286898,6.245004513516506e-17,2,0,0.225,0.2468821215281422
85,1.0,0.5,0.225,0.26183816099364776,0.0708221494380986,-2.2334564753201394e-17,2,0,0.225,0.2605546702194858
86,1.0,0.53125,0.225,0.27521788393642055,0.0709948957455998,-1.700029006457271e-16,2,0,0.225,0.2739539853676535
87,1.0,0.5625,0.225,0.28827025640566717,0.0711244233747599,1.3877787807814457e-17,2,0,0.225,0.287037977419764
88,1.0,0.59375,0.225,0.30099442905338947,0.0712570655282464,1.1102230246251563e-16,2,0,0.225,0.2998262610368955
89,1.0,0.625,0.225,0.31343912667944096,0.0713128448456775,-2.5326962749261384e-16,2,0,0.225,0.3123374867145419
90,1.0,0.65625,0.225,0.3256609793752432,0.0715165732472254,3.3306690738754696e-16,2,0,0.225,0.3246109742674344
91,1.0,0.6875,0.225,0.3376790502516087,0.0716067129431422,1.1102230246251563e-16,2,0,0.225,0.3366661575987851
92,1.0,0.71875,0.225,0.34949389108805917,0.0716815384665244,-7.632783294297951e-17,2,0,0.225,0.3485255288041334
93,1.0,0.75,0.225,0.36111586572951637,0.0718600752893269,-5.204170427930421e-18,2,0,0.225,0.3602062710635926
94,1.0,0.78125,0.225,0.37256447930121794,0.0718688389669616,2.5326962749261384e-16,2,0,0.225,0.3717836303193764
95,1.0,0.8125,0.225,0.38387184200109914,0.0719056560016225,-2.1163626406917047e-16,2,0,0.225,0.3832096639052832
96,1.0,0.84375,0.225,0.39507848798530176,0.0719464376150852,1.5959455978986623e-16,2,0,0.225,0.3945139994494446
97,1.0,0.875,0.225,0.4062006079184357,0.071999488343028,-5.377642775528102e-17,2,0,0.225,0.4057164815505625
98,1.0,0.90625,0.225,0.41722934623248875,0.0720212216115815,1.3530843112619095e-16,2,0,0.225,0.4168599713202314
99,1.0,0.9375,0.225,0.4281856826855801,0.0720356862968681,-9.367506770274758e-17,2,0,0.225,0.4279422954533397
