1.000000000000000000e+00,5.872771097284646657e+02
2.000000000000000000e+00,5.868006113388396443e+02
3.000000000000000000e+00,5.851402903213656828e+02
4.000000000000000000e+00,5.812908085061409338e+02
5.000000000000000000e+00,5.730415847279627997e+02
6.000000000000000000e+00,5.581295971135210721e+02
7.000000000000000000e+00,5.350113449428597505e+02
8.000000000000000000e+00,4.931307772002024876e+02
9.000000000000000000e+00,4.275984645585035651e+02
1.000000000000000000e+01,3.394149817444674682e+02
1.100000000000000000e+01,2.223837905263715129e+02
1.200000000000000000e+01,9.730734975898954531e+01
1.300000000000000000e+01,1.719461869080660676e+01
1.400000000000000000e+01,6.401396182434973525e+01
1.500000000000000000e+01,1.852287401654641599e+02
1.600000000000000000e+01,1.899634808987314329e+02
1.700000000000000000e+01,1.059552127965015558e+02
1.800000000000000000e+01,2.958824216153674058e+01
1.900000000000000000e+01,1.227426932676690186e+01
2.000000000000000000e+01,3.498215642465309116e+01
2.100000000000000000e+01,6.370057360852860029e+01
2.200000000000000000e+01,8.218802173825432078e+01
2.300000000000000000e+01,8.237635972153400132e+01
2.400000000000000000e+01,6.519526690047607076e+01
2.500000000000000000e+01,3.847861997886963792e+01
2.600000000000000000e+01,1.408467830399924381e+01
2.700000000000000000e+01,6.285959644028513260e+00
2.800000000000000000e+01,2.105899791583229685e+01
2.900000000000000000e+01,4.295124564804143574e+01
3.000000000000000000e+01,4.569383192012119821e+01
3.100000000000000000e+01,2.632767431268483804e+01
3.200000000000000000e+01,7.332357455732459783e+00
3.300000000000000000e+01,5.119637523491091358e+00
3.400000000000000000e+01,1.582471509793468378e+01
3.500000000000000000e+01,2.644436410010791860e+01
3.600000000000000000e+01,2.780902205134202987e+01
3.700000000000000000e+01,1.918852685835558347e+01
3.800000000000000000e+01,7.630235425138353733e+00
3.900000000000000000e+01,3.463244010951396668e+00
4.000000000000000000e+01,1.045247521017729753e+01
4.100000000000000000e+01,1.830230486759628405e+01
4.200000000000000000e+01,1.507347509838132993e+01
4.300000000000000000e+01,5.757212347699152133e+00
4.400000000000000000e+01,2.725637966376964094e+00
4.500000000000000000e+01,7.288737115887919060e+00
4.600000000000000000e+01,1.160112963593932989e+01
4.700000000000000000e+01,9.978179185651999461e+00
4.800000000000000000e+01,4.291860001665385838e+00
4.900000000000000000e+01,1.372246464989214765e+00
5.000000000000000000e+01,4.462681144232951702e+00
5.100000000000000000e+01,7.545813127073417448e+00
5.200000000000000000e+01,4.865009603010951089e+00
5.300000000000000000e+01,1.172840420176527676e+00
5.400000000000000000e+01,1.591816502547262369e+00
