1.000000000000000000e+00,1.705749063836834694e+02
2.000000000000000000e+00,1.703222875775956027e+02
3.000000000000000000e+00,1.693083828710209104e+02
4.000000000000000000e+00,1.668744551975580066e+02
5.000000000000000000e+00,1.620917720042542101e+02
6.000000000000000000e+00,1.512022516401900418e+02
7.000000000000000000e+00,1.317074735269706878e+02
8.000000000000000000e+00,1.042491889905511755e+02
9.000000000000000000e+00,5.938495772625287827e+01
1.000000000000000000e+01,2.056918013569598713e+01
1.100000000000000000e+01,1.327962824116112373e+01
1.200000000000000000e+01,4.250613746838523355e+01
1.300000000000000000e+01,5.754868453445587306e+01
1.400000000000000000e+01,3.872502335997489098e+01
1.500000000000000000e+01,1.358136194489567394e+01
1.600000000000000000e+01,3.503524254810416405e+00
1.700000000000000000e+01,9.849341999335305076e+00
1.800000000000000000e+01,1.789052830868408250e+01
1.900000000000000000e+01,2.144613138697165056e+01
2.000000000000000000e+01,1.823594250677223272e+01
2.100000000000000000e+01,9.980875716021706978e+00
2.200000000000000000e+01,1.953927474809717069e+00
2.300000000000000000e+01,1.075715566179406446e+00
2.400000000000000000e+01,8.654057975185539320e+00
2.500000000000000000e+01,1.409538711832895785e+01
2.600000000000000000e+01,9.172025316186019239e+00
2.700000000000000000e+01,1.814614246370177764e+00
2.800000000000000000e+01,1.361388948152152167e+00
2.900000000000000000e+01,6.122492650846634632e+00
3.000000000000000000e+01,9.129285526333614342e+00
3.100000000000000000e+01,7.545140313241376795e+00
3.200000000000000000e+01,3.226232117906281172e+00
3.300000000000000000e+01,8.479287641682832222e-01
3.400000000000000000e+01,3.247630642155777014e+00
3.500000000000000000e+01,6.202813127484966493e+00
3.600000000000000000e+01,4.316729446884438381e+00
3.700000000000000000e+01,9.305539117377182867e-01
3.800000000000000000e+01,1.082875357754246037e+00
3.900000000000000000e+01,3.308267218459964631e+00
4.000000000000000000e+01,3.753630870287154586e+00
4.100000000000000000e+01,1.740998103288363019e+00
4.200000000000000000e+01,1.953360697466504092e-01
4.300000000000000000e+01,1.411414204104444403e+00
4.400000000000000000e+01,2.739384461909214252e+00
4.500000000000000000e+01,1.412980840643082825e+00
4.600000000000000000e+01,2.490830289071253589e-01
4.700000000000000000e+01,1.198761153992990547e+00
4.800000000000000000e+01,2.048018431827824060e+00
4.900000000000000000e+01,1.228481296897093955e+00
5.000000000000000000e+01,3.219484914254439056e-01
5.100000000000000000e+01,9.915349279209335620e-01
5.200000000000000000e+01,1.504103040274030301e+00
5.300000000000000000e+01,6.138512217503611090e-01
5.400000000000000000e+01,2.748092970103137023e-01
5.500000000000000000e+01,8.327793583961533574e-01
5.600000000000000000e+01,9.093995636222919066e-01
5.700000000000000000e+01,3.568641424768146941e-01
5.800000000000000000e+01,2.003791535788412570e-01
5.900000000000000000e+01,5.829591665524991306e-01
6.000000000000000000e+01,6.157952099729493423e-01
6.100000000000000000e+01,2.625465550873358200e-01
6.200000000000000000e+01,2.112077562569093514e-01
6.300000000000000000e+01,4.421794176232647922e-01
6.400000000000000000e+01,4.763673724492827333e-01
6.500000000000000000e+01,2.746944325871100157e-01
6.600000000000000000e+01,1.847813173189748748e-01
6.700000000000000000e+01,3.031087916346288935e-01
6.800000000000000000e+01,3.660918450298016880e-01
6.900000000000000000e+01,2.582884751514312738e-01
7.000000000000000000e+01,1.648020891367018292e-01
7.100000000000000000e+01,2.016132312820102246e-01
7.200000000000000000e+01,2.651447800158152068e-01
7.300000000000000000e+01,2.450897247889817776e-01
7.400000000000000000e+01,1.760901286298086066e-01
7.500000000000000000e+01,1.520520970886540535e-01
7.600000000000000000e+01,1.864780748533587662e-01
7.700000000000000000e+01,2.141168586610102675e-01
7.800000000000000000e+01,1.959116726540993114e-01
7.900000000000000000e+01,1.612930098677519131e-01
8.000000000000000000e+01,1.516211110744709323e-01
8.100000000000000000e+01,1.679103918512525606e-01
8.200000000000000000e+01,1.827395177781198921e-01
8.300000000000000000e+01,1.785853053907297816e-01
8.400000000000000000e+01,1.622949798624984119e-01
8.500000000000000000e+01,1.504991349982204296e-01
8.600000000000000000e+01,1.508072181655356614e-01
8.700000000000000000e+01,1.578504797837775586e-01
8.800000000000000000e+01,1.623423284979162995e-01
8.900000000000000000e+01,1.602287651711618577e-01
9.000000000000000000e+01,1.540070200647837284e-01
9.100000000000000000e+01,1.483368177124166076e-01
9.200000000000000000e+01,1.458727444693231345e-01
9.300000000000000000e+01,1.463344686821732299e-01
9.400000000000000000e+01,1.479484710457660834e-01
9.500000000000000000e+01,1.491422866226615462e-01
9.600000000000000000e+01,1.492994865752256262e-01
9.700000000000000000e+01,1.486061016478330832e-01
9.800000000000000000e+01,1.475559135883655060e-01
9.900000000000000000e+01,1.465661015673306866e-01
1.000000000000000000e+02,1.458428894008158561e-01
1.010000000000000000e+02,1.454262691292529941e-01
1.020000000000000000e+02,1.452900173971970466e-01
1.030000000000000000e+02,1.449094060599545597e-01
1.040000000000000000e+02,1.444204549089100065e-01
1.050000000000000000e+02,1.440707296062059828e-01
1.060000000000000000e+02,1.441254748689521914e-01
1.070000000000000000e+02,1.446977964741752165e-01
1.080000000000000000e+02,1.455895890551838767e-01
1.090000000000000000e+02,1.462893866771354523e-01
1.100000000000000000e+02,1.462333574476085141e-01
1.110000000000000000e+02,1.452369216930894935e-01
1.120000000000000000e+02,1.437719666824480991e-01
1.130000000000000000e+02,1.427379571483725351e-01
1.140000000000000000e+02,1.427474013267847064e-01
1.150000000000000000e+02,1.434976863873095310e-01
1.160000000000000000e+02,1.439415811103945675e-01
1.170000000000000000e+02,1.432946800782226582e-01
1.180000000000000000e+02,1.419231536098238822e-01
1.190000000000000000e+02,1.410050812912341800e-01
1.200000000000000000e+02,1.411395051587552296e-01
1.210000000000000000e+02,1.415482742488416990e-01
1.220000000000000000e+02,1.410803106356275927e-01
1.230000000000000000e+02,1.398253837193094706e-01
1.240000000000000000e+02,1.389822106689700409e-01
1.250000000000000000e+02,1.390218978785954240e-01
1.260000000000000000e+02,1.389665526207623791e-01
1.270000000000000000e+02,1.380359715042042412e-01
1.280000000000000000e+02,1.369602458364248820e-01
